Vol_Thalamus_L_residual,Vol_Caudate_L_residual,Vol_Putamen_L_residual,Vol_Pallidum_L_residual,Vol_Hippocampus_L_residual,Vol_Amygdala_L_residual,Vol_Accumbens_L_residual,Vol_Thalamus_R_residual,Vol_Caudate_R_residual,Vol_Putamen_R_residual,Vol_Pallidum_R_residual,Vol_Hippocampus_R_residual,Vol_Amygdala_R_residual,Vol_Accumbens_R_residual,Vol_eTIV_residual
434.2831044830182,300.2976567530268,240.82627569861506,518.4117792819516,-147.38331825251043,-78.77821788699453,111.13614833348424,553.5125696840314,334.504810179551,299.7620949320062,558.3705980528084,102.00129128731533,-60.29432546098633,78.32699970453757,438957.00745528145
455.29942025741275,520.4884943537245,-455.33912123895425,-72.93708874737717,-307.2876702076496,-273.04366578881786,-18.208713806586275,-265.41224855963264,227.09980627432378,-525.9761649214997,-15.129283089435603,-221.6528558206037,66.39686630025358,36.20434118713081,129202.5157470305
-487.0726860831219,-59.77232576676488,-515.2362042345576,103.36781408675779,-416.6918585361973,-53.443071774221835,38.924750698367006,-311.95232048488833,-332.18066750939624,-153.60187604243947,-161.67414008381343,-490.21513753997806,-13.372594677251755,-24.573694007823974,-129086.60626751976
-343.70969325106216,275.51653074366595,-658.4171183474582,108.20921112592691,-287.07199120216,-168.55543583900499,-48.30432988587211,-670.0548973677296,50.620431834388455,-190.98517273071684,-186.00670608357973,-515.5701949771719,-169.01036854084828,-56.332659960855494,18784.149718137924
376.6409768581061,402.62764291040276,561.1332314689671,42.94297112616755,372.87965341741165,64.05747384409801,2.0881754320271284,-326.799096287652,547.4978708174194,508.2966997344183,100.75956134031344,52.26951529825328,115.16958492579533,174.14638743584942,114045.94114249246
455.09957053537164,-76.31193961584995,1495.0482746051712,241.20147734475995,41.65712412884204,59.17611304755064,55.74890549561496,241.3018021399157,-140.92403552964697,1195.9891274139,166.1754877703097,65.79551762488882,78.55195568828958,-8.457133451966229,-19142.380880447803
686.9385963846107,300.3588280008262,109.5532401220189,72.22686830148609,428.3671623786113,34.59499859559651,106.98916677983573,253.6791439661929,355.0561889909022,151.26034652704584,116.31958498473477,303.0054952194823,89.04610951569657,119.16297148870922,128899.51712130546
30.33186769401891,-631.0185608883207,-526.3645835900097,-160.44577382056923,116.28162097205586,-74.30366986516083,-57.08834491472874,-990.2223204036,-502.334939455875,-431.82273784273366,-51.18847624777936,78.44446766841975,-76.33795410673224,-86.21808086852343,86146.91801307816
-438.14981953956885,103.07535359205622,-139.54484753492397,-118.7264571188357,459.08138787361895,58.62781292032673,19.945693739790045,-247.83988138035966,-84.96415530417971,-78.2126427394951,-207.81552994916456,345.83029709824586,139.14675358176714,-21.367372243950967,66350.1651452696
750.5583008356552,517.9377516831619,76.8173110615262,219.49718673255666,-83.15240292217459,110.30052891249488,-124.93251064690662,564.7653505241642,464.3564977023343,42.09868541533251,204.44674522408695,-106.64075920987489,-9.133598293245086,-112.05969450007137,291779.3039517554
-204.56782677209048,-162.73600791115223,-138.18054923354612,-114.55054470690038,47.34736880249284,94.88563921918512,-5.129386330472471,82.18979441318697,-29.247806398896955,-291.390845420834,-91.92494396200345,-48.07085404979489,-327.1294344286987,-60.44088562562706,33161.704336113995
-514.7182727261825,-322.574438331229,157.56082393278848,-98.21910752885492,289.86150932755663,42.49502327477899,25.346013405212148,98.60883911854762,-397.465572381122,219.59322619112663,-145.5028428326009,224.88151601118807,-114.16968284186783,9.869245187150113,194385.92070805444
-498.5285472913856,-15.494328279646197,-138.54027394590685,-46.336876320089914,221.9301185911636,-65.41685131801592,-79.07964224116108,315.9472674567087,-271.86110108758885,-392.5033731274043,-243.60753552609026,249.1318245398952,114.58089715809888,-106.12862582485661,225486.00846709008
