iron_l_Pu_mean,iron_r_Pu_mean,iron_l_Cd_mean,iron_r_Cd_mean,iron_l_GP_mean,iron_r_GP_mean
37.607947028997216,35.01642077986806,38.79384723792365,42.26127685261448,114.86220131481394,109.2642534010189
37.792709768070296,38.68397965810343,39.87873462753529,47.19986887558818,119.84341604216804,124.0002545469328
33.32913222464793,34.17005786620198,38.329875756842064,36.12586181623061,85.81224162737529,85.23161669572194
38.922689902151085,38.99437162724644,37.94924071214157,43.1091447157913,112.8617146091077,111.95418396687654
41.98602479064594,42.17948707052895,38.59824248340892,43.066709700687255,138.04517703645126,138.76422301534313
30.19929383474431,32.89133532215245,33.64204189988176,36.56678686199085,126.45525776585444,119.86055805556572
32.58971827500869,31.95237319950865,32.035133431050724,34.69822884196072,102.4816970391562,101.8201108591102
41.1412364772304,41.95330769278038,42.38731055217349,38.752150149781485,155.35817322272004,148.1596034211414
39.223512757754136,33.80041367510967,32.77739102902871,44.19560792652825,108.09495752974176,104.66721850246245
35.41678114784009,28.535683579234163,31.238092116785275,34.89456352091534,125.33100601608292,121.38762391124298
35.3247824672036,35.564209520159515,34.02961957048247,35.95868159223486,116.31228195396272,115.00440689622218
41.33768267120608,45.36848226321695,35.40830671209596,40.524273282388464,124.17494856348372,125.6109066109174
45.97599795008768,41.73171629450371,41.64101140798593,43.140034243381045,129.48606390956328,129.05253648943958
33.9517022301666,35.340445355220766,41.34717435641049,36.64945458982023,115.9477624454122,121.32988805152908
27.260684464809845,29.09929493268092,26.48248037893665,30.132194293508537,97.23247797608228,94.60605348024332
32.6193981140507,31.42759687599587,41.71355387026398,40.35797831685689,108.75114651544504,103.87527757765614
42.137077188666055,43.01333458224688,42.80044940231786,39.94843205589482,117.08464779908188,119.27425422067718
31.275538970402625,29.23011940311871,28.50173098488196,29.604460642361744,103.75219027643158,95.12657269011152
32.04700783779246,32.981495561263515,29.251387813721237,30.764954487011835,111.58860014153016,107.6786479499202
44.95988806783025,47.1242701839371,36.32876786556873,38.86688632246349,104.54879022998674,103.3815472550533
39.21977139426456,36.68986947861842,36.112051248091625,40.94158596780789,108.71329547596198,111.2364878951319
38.48003781994096,36.53715012263549,42.32333252862384,39.587232363880354,127.2882019335003,126.72142016476344
30.10574373471109,29.073357393263755,34.61238583254527,34.17865511001951,94.45216333699454,99.85641581454357
34.35726750158916,34.51748894286897,46.10745373102315,35.15362068043675,103.22249779311008,88.06700280881395
35.93901565615882,33.817863609319275,43.25705453475136,39.09979695037991,117.57903331319416,118.92384676411832
44.878903412607706,43.73680068767729,35.38883000400022,44.49405699017764,122.97746302148047,121.85694571946482
38.92886133800919,39.95119830999621,42.68619655481671,39.82219821570431,97.29686886497166,94.28490842423348
38.878152690998206,35.150216909806666,32.955515056158525,39.17810228881821,142.1582932737435,156.59358802568514
37.2958232116261,36.31635024606181,39.42760831091339,40.17912635546369,108.68523565039916,115.0919377264798
38.09564165470576,37.96289031439306,36.610033454456975,41.16865057022974,106.80953380767512,112.02856783646004
51.635225884546415,48.36916922384217,37.41361500118778,45.27997971230918,114.64664730638046,118.43551141696894
39.15935629837673,38.71179799132409,40.04838914390273,39.2893593330061,121.75008417552831,121.8685664633501
38.35217395690535,31.272175138400108,34.878104932408505,31.856137138195493,95.57763565164964,87.88495442515658
29.65900278805563,29.35663992949753,32.93671139021565,34.94538943740821,102.56941028951437,99.2165117263794
38.32443843244599,37.2312460960615,38.24943891789376,35.17218623565383,107.42856464278226,102.07490223483492
37.03929785175899,36.610251161915336,41.49419012546245,41.03007455686792,116.50204429980332,112.32964453426897
31.499389824230715,34.392137542141775,32.81373541914806,35.78001553226139,124.65249859908424,126.43022633802128
33.649427323055846,33.215695943738766,39.11965838064948,42.83160502627259,96.21751403610804,97.02013548861817
33.0902531770405,33.47286446125672,31.149635346283358,36.64976653373056,101.44449829534354,100.15853968488696
51.09569273337109,44.81791292695052,33.58147805521304,40.23264528763741,130.01142396374456,123.39460856800754
32.064550214835826,33.969950478742184,32.70609785808273,35.1080625267158,113.96509017268173,120.56283844971492
31.24330039331133,31.124736361928463,27.279500293675007,28.724291302514164,104.0870156090306,106.11941243074378
34.41827045883097,35.28333132785189,38.78826022920547,36.44865672771348,106.9772771090397,101.08121879902292
38.49712774609567,37.5632803661661,46.40732293991587,43.00915110581719,105.1064362819857,105.89418394070282
37.156028213432215,34.86610383043283,35.668374441938106,41.0834780984056,112.59750219479636,112.07043098409568
44.25187644003694,47.699350478534576,38.40921552373769,47.480196722205314,107.48565157746091,116.63624016243104
42.26556068049668,42.08633218166514,31.20470997689216,36.63320140497917,111.67323183416444,118.49104099842096
44.69872517820594,42.91926854556101,44.26921647222164,38.91420969553752,125.4975904593473,123.06044306963146
39.720812441505046,40.21408460583295,32.005777550263566,33.896007346213565,138.18839942705452,131.13140957706435
38.39795304394576,36.719755913665495,41.62792263611684,48.912085451712976,124.1787057932874,117.64735189521114
34.401883652699084,37.1097646791267,37.90394499639361,40.22688987900761,128.20317271866242,132.6853719409544
33.92850371553453,35.15001369059844,40.54513102364839,43.46922021137529,124.5095360525144,121.0545341859258
30.46143550923193,30.44561181803604,30.680591653500933,35.05439596036259,111.80778530105772,113.11007591098844
38.203476618679005,37.84231233787894,39.9059142309615,46.70103086609517,115.70049546049135,100.92959153410006
41.47720949171513,42.742772355673694,41.45272783859879,39.76245767128917,154.58620386852903,161.3908629313246
32.62714457606073,37.71409013842826,38.23699998680605,43.1350904578396,120.126093251198,122.8889645899231
35.717813760213446,36.37334611557918,34.07128970159701,37.92573895460243,126.72359202734717,126.51300759444064
37.03288214239415,40.1717805505909,38.9509216215633,43.924178900111336,122.31366475634825,128.713684309929
36.96887918902896,34.01735737729808,49.38711317345495,40.5495358186309,113.30822173933494,105.1077387491862
35.27626822235305,36.9018405771283,39.38044310312372,35.327694706174135,114.6697675054906,111.61698362103176
34.43500313146426,34.710501518143474,28.894874018216694,31.3429432323134,106.77200266940535,110.80102345075552
