f_myelin_r_Pu_mean,f_myelin_l_Pu_mean,f_myelin_r_Cd_mean,f_myelin_l_Cd_mean,f_myelin_r_GP_mean,f_myelin_l_GP_mean
0.2711685799589257,0.27672227601528043,0.15127403864112648,0.18136294197837705,0.005710583409215838,-0.02448009106959516
0.22554816894684224,0.2242349592468756,0.15358181729348042,0.1332856341006272,-0.03329955659194261,-0.016585144325858257
0.2675138640942255,0.2523600288485911,0.25105970454819604,0.21310822939741927,0.08149819491828006,0.09432446266792492
0.2563568005980174,0.30007740313099573,0.1445571319008261,0.17286076252078986,-0.006054746469622796,-0.01756033348298155
0.24793922230472396,0.250938140691065,0.20640330837185533,0.2342942657821046,-0.05896559090990359,-0.1046796013601428
0.23530153097896525,0.306970826276111,0.2741200540985756,0.1956571364484501,-0.19489787636895087,-0.01031957106598536
0.29049742130586154,0.2464694184179777,0.14061347603090985,0.22782057689962049,-0.04626841806419182,-0.05272831373911826
0.30087682161126367,0.30560726568818125,0.234932115943236,0.2707811613615503,0.022486923207020677,0.024155337997592174
0.23700863971268696,0.3091884149094159,0.25560957959875075,0.14644092712964127,0.06651324028690843,0.06476365264461356
0.3007998633342786,0.2782011421152209,0.11294819103651864,0.2011826291366168,0.005938079725438007,-0.03146384162375163
0.26641301318146765,0.2464942966630718,0.11423185743135868,0.1467398293280349,-0.17754744094469685,-0.15312462017967565
0.32551676673262314,0.3533920957700121,0.24168963703141924,0.2216393955028775,0.0016134689957542322,0.014454760189355452
0.27836150464270776,0.32436512981616555,0.24707883680765727,0.22640543524896564,-0.07577771841397585,0.07826023462248337
0.2209463004609289,0.2843500587379374,0.10576483991734682,0.10173719278242188,-0.12529811877557934,-0.0930347081609965
0.3232973871087724,0.2562313050302684,0.20588661375694356,0.24949979958552357,0.08346652603574546,0.1455811811693335
0.2547003977488864,0.1867568136420761,0.03892516375553949,0.1173099744441952,-0.05704300383852751,-0.07240845011902158
0.325297339627242,0.3671658740223569,0.21593689718518452,0.2193208733999848,0.055627794491118376,0.06600797393703844
