Putamen,Caudate,Globus Pallidus
3.421021834944211,-0.5219817825864563,-13.934369819512035
3.878454682180271,3.3859468713045136,3.723662381152664
0.02508363968904881,-7.403053585898281,0.17205335212884876
-4.899475733352689,3.2514395052805103,-30.352866414886755
-1.5638372104185176,-1.7000513893507243,-11.289713660751026
-4.315103667775306,1.223829176601427,13.872708191827073
2.1585538031041906,3.2926270616494495,-5.438455355013964
-3.958164797395373,-4.770690010335743,3.6687782412611227
4.271373586728984,4.238347196116758,11.897694140384829
3.5633472772494192,-5.167590748067495,2.4352478747932835
-1.8973757262109565,4.047662725886854,6.7632188803119675
8.08208452226356,14.97825596272172,-0.32209006313973987
2.9663669543894056,-7.65841393351125,0.24061521311172385
0.5226206175229446,2.528331683182399,-3.714133321848216
-3.281158056317489,-1.3870207527924379,-11.927064732810614
-4.407185229021712,-9.755345836249266,-15.416393979292586
-1.4085935768214384,-3.313542970107923,-6.342004864721012
-1.2262643793482795,-5.566301303886819,14.958762300997549
1.3202264172531928,-0.5626396828163056,4.944392727012357
2.3459553205021297,3.7942470005706017,-15.745194791722028
2.64443084582547,5.353835212346491,2.636995537837585
-4.417474420368418,-2.332094102582973,-14.748640306492497
-5.238922804402904,-6.013526135432556,10.404710852205952
4.237577099197177,13.104890744717547,2.618329790978258
-5.931975721897543,1.0085709690887548,-5.10558772668206
0.0903586148401363,-11.407592522459163,13.687514281759363
3.4191485163063753,-0.4308067575292984,-10.71155549858517
1.7730636993766673,-1.657791197885853,8.567098148361282
2.8733253721180887,-1.600077032591411,18.5521410360044
6.793545641983663,5.403866633488093,18.772526376378252
-0.41224523247024525,0.0012020269679240414,2.638508278887059
-2.8751624599735663,-0.6822650404623953,-0.3656822022581636
0.14770305880644052,6.5294655628901666,-12.563097243489047
4.996576152437738,-3.215700682001417,7.541132807097583
6.439034471999385,-2.918242296443891,-12.493421202173543
-0.1846703588149854,2.078478897209459,-9.507565572003607
-7.58853693013561,-12.341781488314652,-16.586315190403575
-0.9977529039154955,-4.483712672606931,23.656587444825647
-0.25753438572174403,-5.437222664337488,-16.66054006127233
3.4725196740541495,13.719060319060414,18.348210770094894
-9.671695588947056,-12.366087512237026,-12.506855847560153
0.6426728772477004,-1.6566403949515642,-6.224824557887686
-3.710551711474949,3.002844626947489,-25.862556197772854
-4.031472033319605,5.809787659092086,1.561065674489484
-3.8000748739243484,-10.675190996738053,7.844855437217092
-2.4746862219399492,2.856942426209166,11.691862036157467
-4.222981945463755,-10.802330006254994,25.256907344577613
0.3509950234734065,-0.1120160565178061,26.82512176430319
15.746371810338248,6.2909810817712,-7.277859660087536
3.114380860867488,-15.957877138007408,-16.161553866336547
-3.445166688827049,-1.6547014552758323,3.8588906023308382
-5.273513460528894,1.2819425736185188,0.7603297269372362
1.0714093732519743,-2.5376953646531515,-27.517621119634533
8.784574337562185,7.552248619853302,7.885542717172655
-4.778729102382291,3.7759089915188415,4.008421692686092
-4.823436442475918,-15.372876532241612,-0.2163220735333624
5.988751929476258,6.073440051434831,8.751037968315892
3.9698608891206018,4.802015776048622,6.228335804566541
2.1702377772598105,-1.1445013454908004,10.488507097879896
3.6225344400083817,-1.7940924874152948,10.876566299840206
5.193611921718816,9.002492473107168,8.130456823697081
-5.168877002291266,-5.177980015996781,-2.5417026428829317
-2.5166883838521414,1.265851417613252,-9.633890764365972
-4.92274677065512,-0.3130839699988641,6.061355939739421
-1.02438178139115,-0.17717659551263232,3.287524693527274
-8.225218821179546,3.9931541252121754,11.49686524271847
0.8428657955945118,8.799057366651356,-8.68826464394455
3.5431431124887602,1.0797977108188928,7.104721332732986
2.53342045637698,0.5099017194643558,13.314975783831159
-0.5794485176549191,1.84145761291426,-5.504233526753637
2.5085159828258057,2.732131098966658,4.793169863545138
-2.051103424086553,-6.541661678314525,14.68075899840158
-1.8956062868728578,-2.955487349329811,1.5332873648615504
