Vol_Thalamus_L_residual,Vol_Caudate_L_residual,Vol_Putamen_L_residual,Vol_Pallidum_L_residual,Vol_Hippocampus_L_residual,Vol_Amygdala_L_residual,Vol_Accumbens_L_residual,Vol_Thalamus_R_residual,Vol_Caudate_R_residual,Vol_Putamen_R_residual,Vol_Pallidum_R_residual,Vol_Hippocampus_R_residual,Vol_Amygdala_R_residual,Vol_Accumbens_R_residual,Vol_eTIV_residual
456.9881189143407,-613.0794713767382,25.571657071704976,88.45180802333493,38.325493963791814,182.63857369689822,-61.26723076189489,557.3070133728315,-590.9623661293608,68.35992517361774,49.001109830029236,-156.27011596194325,98.82914900073047,68.17158808055638,-35050.615637244424
420.44424524863825,66.81906667337671,-696.8724443720703,78.6345176453608,341.91866748614484,-201.433059223511,-69.237989301369,201.1932609645919,-131.3014131408354,-263.97374826847863,3.6583941097476327,-278.2749489480543,-30.467643777141575,-96.39997300756062,18168.83087376738
99.92272512298769,326.73852879059723,266.6514597696505,-146.87006774119504,342.39933884907805,-78.7437574712726,-120.92347698436447,-366.34596389260696,171.42603521209867,-13.950754938571663,30.39490263014818,425.9781639625962,225.9427674497981,-35.14614709506486,-60719.89379842393
-376.17212320593626,-587.3839502577621,251.1617350085662,-160.6051587036468,22.027770894021614,-44.16815710023866,26.721313055320024,-93.43045754186824,-801.9498316442014,156.19566312441293,-95.67185105279668,116.4821569325236,41.03168546356096,-21.022151749344403,-302266.61666247156
-284.7347372705053,206.75112893973073,180.2714401103094,-18.73458226432058,38.14781963059477,-29.617458210005225,-45.280712996130774,-660.2540251373975,91.21116817216443,-105.16259128410547,59.69270582850959,-192.09206092334625,94.77169168523687,-30.533867381382493,90467.60383185116
446.6944967104837,316.28673312627643,666.9864940068474,323.08198976190715,105.49022943268938,66.24695832956263,-41.73441969526982,1435.324886646753,127.50714592416989,769.9476764735164,285.5162360383383,42.904248509378704,64.83658442885576,-21.607157306504973,-16074.686251921812
-498.9096869811383,41.904230613057734,-499.2534216313652,9.270083186532474,-747.9999386971595,-84.75705002015229,-50.643830369759826,-793.8685207094668,38.34634340264574,-622.7719300227482,5.416175198679639,-738.3550834871689,-51.905522908026796,-87.45716080687129,-189356.543617137
556.1833292175725,576.687282225003,476.7662890325714,347.09348374394904,137.50665560555535,237.07389206364587,43.81179014999253,715.6637861181489,697.0123114788435,459.79334236318573,390.30797811242337,276.1960578625649,-10.33881401446888,42.05086860239305,-610690.6307836707
-81.08856906182882,-185.92553955517315,1327.8647702026892,68.69278611811592,-103.71962682523736,-141.7855188254805,-17.358331490912974,54.012372632143524,-230.4207025699966,880.7107238376948,-38.9893751069535,-125.1751471833959,-50.17686347678091,-16.57708045088731,-259172.45330908918
-364.79892437045237,287.2136029603357,284.6508038862157,82.08985791204282,-374.5770120184484,-161.2750265337288,38.90952550559825,-269.56781531469824,23.158434550648053,-22.68608764199962,80.78814223989502,-618.9239849715204,-78.4959396267966,20.048137831866143,-162680.54501806526
15.667127277719374,-128.14583348032193,-529.3513355204559,-27.077487158775284,133.40418297626184,231.96195273351168,-43.290989548083076,319.3309010555313,-325.4757968342078,-700.424424595486,-86.08922124028368,55.85874304165554,78.77932933923535,67.2666569467167,-38516.257556483615
531.6775256885612,-430.05743595224885,-426.74612948964204,-94.74072211258613,-94.46013167592719,84.18301353854304,-141.11420724412415,469.23941827047565,-623.6631436400112,-425.04303739543593,-54.62633216565723,45.04087354216608,158.0576584599321,-95.86064674879617,-56003.81800696952
-814.4591140757939,137.96631337380404,-220.2359100136573,-90.82042634169125,278.4826511922288,60.633854619309886,-27.670135207858834,-484.5584304190352,-34.01238526514226,-307.9110285543802,-59.056057237605046,296.02217996487934,-28.576315077512618,17.473333989184084,-43260.56318222056
-102.93404272778753,44.049189085733815,416.171386638749,188.52820202460816,-536.4757526127505,-20.110034397180243,2.3141667668689934,461.6435723052946,23.01461508812099,141.3285937884948,189.87370877224316,-530.1131897630585,15.176798611749973,8.941823029348143,-168954.98419545963
-101.4315843425693,627.1167796545133,-57.559948794110824,28.266732829817784,213.68279996,-134.04701094203187,3.865410143595682,382.1478040780912,460.43816164044483,-42.88130441794965,33.67572771700634,205.11782517240545,-49.48441387516141,15.039322833579945,-63132.73788843583
-832.1382672742275,-126.90581732652709,-216.19634911945468,-417.59562363765895,-559.5523000795988,-85.69151528479324,66.25146951043962,-1020.8375030901416,-19.915469068201674,-408.26410400003624,-260.2925829773733,-381.54303671012076,20.58814997956233,110.73876371515428,-71015.11754102935
