Thalamus,Caudate,Putamen,Pallidum,Hippocampus,Amygdala,Accumbens
0.0006048191075324601,-0.0016835112074498903,0.001887223078827526,0.00026676884489576665,-8.113684520445218e-05,0.0006864363595816114,0.00040042229692912614
0.004523285015843407,0.008936884839258415,0.01395787008521241,0.0008048003905164018,0.0026307926957220883,0.0016500268409021298,0.0012898081922110495
-0.0016500604619336529,-0.0014642271034550165,-0.005267364882315078,0.0007819492268114428,0.002857463825212469,0.00042738939952049993,-0.00035101233161674393
0.0005964806516112068,0.0012893898722165236,0.005481694679046131,0.0005337906616282685,0.003132651363331429,0.0012755501408087512,-1.2870361067534057e-05
-0.011532200952902253,0.018693771427996657,0.0006176749832902433,-0.0011819183021802779,0.0029902780907915564,-0.003335142384396287,0.00017182758748547633
0.0026698047645523715,0.002110435629141388,0.0021820202184603395,0.0008764324954310921,0.001451277142553857,0.0005000531404619613,0.0003856524776549702
0.02004405615890871,-0.00025651941665680734,-0.02448454102469416,0.0030435319433156243,0.0030592413972574716,-0.005701809371218622,-0.004287981136749925
0.005130676081888216,-0.0025841401311673317,-0.00012325546333122545,0.0017379778597103436,-0.0050194422216694465,-0.0005320966664495628,0.0015554793781110596
0.00023066799557437093,0.0026554122166782303,0.0034440188679032025,0.0008849640677182335,-0.0010316968658502807,-0.0004777208805433881,0.0008081823030401357
0.0037136069225775035,0.0038162052275455267,0.0012837790681463352,0.0012027846380477298,0.0010786692728539512,0.0006852067668114414,0.0002608914545725611
-0.002285996993374662,0.00316480269874335,0.002372731571396622,0.0010052282184315432,0.0004569628320087105,0.001040115557577145,-0.00014869624997825422
-0.055603043119376305,-0.012286109921360762,-0.042737941884305686,-0.01815147063485652,-0.0033079934011285483,-0.0033973096753280585,0.0022405463039776737
0.006409562506807033,-0.00021983804861271182,0.004291509739181638,0.001336594403442463,0.0029096377663854365,0.0010073232971878436,-8.88163476472719e-05
0.006350413479583222,0.0013061093072549764,0.004920348876639951,0.0007400798308033237,0.0052325402706636555,0.0010408789576734686,0.0006349774477089614
0.011817456232634275,0.0006821218901345659,0.004243503366949145,0.0006117003003386804,0.0027415629867276357,-0.0012747885126663469,0.0003104179230488663
0.0018954863216376827,0.00047517728154144654,0.0011908132897404137,0.00017511532988563974,0.0009690709754041271,0.0004943802649370106,0.00020001919273756659
0.002989040863900015,0.002321235067161854,-0.002303205258976119,0.0007215548733027948,0.0017493758459708269,0.0010503556766064334,0.0003357876156072618
