iron_l_Pu_mean,iron_r_Pu_mean,iron_l_Cd_mean,iron_r_Cd_mean,iron_l_GP_mean,iron_r_GP_mean
32.58971827500869,31.95237319950865,32.035133431050724,34.69822884196072,102.4816970391562,101.8201108591102
36.8525227480708,38.11068105900654,38.64422710874662,34.640601976960525,100.39326832938713,98.73110508974948
42.522083514393465,44.9585203852639,41.010505148387466,40.50384923110419,131.30589957614356,129.58298075284
42.410083635699365,39.23814197056608,35.56015052483156,37.72964126753295,130.91480039348932,134.13381000503475
39.691476165370645,32.42062744347668,34.63451119526884,33.37022448911713,112.5306592325105,110.37832438295683
44.14265701235477,49.19398597390827,37.811506718198174,44.374048709869385,134.0681724829423,132.0086336812887
42.06321125035881,45.77892699842137,51.98152727316605,43.17018334397769,122.29346574063094,114.47492588532432
41.1412364772304,41.95330769278038,42.38731055217349,38.752150149781485,155.35817322272004,148.1596034211414
44.23256632757968,40.686941209594224,38.58363056849145,36.11136795122151,106.35551624007635,101.7779598552394
40.793835394747774,36.33323566007163,39.60929279966453,39.52564164360236,114.191401765732,111.0553238722578
30.45591365549523,33.393970033359295,29.294876357197484,31.85683797424286,103.55473188920456,106.0409717117022
37.797653459836695,36.10298697042465,35.087049592153825,37.16711605219078,134.87914782816878,142.44248848751664
31.69001442520636,36.08807189721614,30.84627084515077,35.727708408891814,94.38907604509684,97.53120429879276
45.69149048160736,48.17746506788556,53.09767555918848,54.16477856066242,150.8603293093134,150.55523261361324
38.265377393324826,37.46501598172444,35.84152842345061,34.96146730474808,120.99024455051445,116.14537205614928
31.325146258196963,36.7123449166674,33.69676763725598,34.53501761288864,102.72923374097662,102.93548761415752
39.223512757754136,33.80041367510967,32.77739102902871,44.19560792652825,108.09495752974176,104.66721850246245
36.73056577596818,40.23720526897433,45.34154096812885,41.52442572037288,107.20149097368984,111.0662245995258
32.33030986818053,32.47276348027829,37.84534988019758,40.16263424792693,110.9638704900164,119.49065807201718
33.451894425790144,37.83190610102132,29.652635519284196,28.85300620959576,117.47988221658738,126.95391602487275
30.58618282982725,42.08316354881891,40.22107934275066,41.67450274489449,122.74398714606204,136.4303313317473
34.167391293507286,30.102924875577184,29.0088032834826,29.488765789540118,137.52881531801162,136.49424225077027
35.41678114784009,28.535683579234163,31.238092116785275,34.89456352091534,125.33100601608292,121.38762391124298
35.3247824672036,35.564209520159515,34.02961957048247,35.95868159223486,116.31228195396272,115.00440689622218
41.33768267120608,45.36848226321695,35.40830671209596,40.524273282388464,124.17494856348372,125.6109066109174
45.97599795008768,41.73171629450371,41.64101140798593,43.140034243381045,129.48606390956328,129.05253648943958
34.94326186576686,35.85589615259792,40.24413691271763,34.351579289023,131.1859039411377,130.51989833853642
33.9517022301666,35.340445355220766,41.34717435641049,36.64945458982023,115.9477624454122,121.32988805152908
51.77843348519785,52.92330434661174,45.374729049197605,42.26609683729306,113.07091401672363,108.21702715984112
27.260684464809845,29.09929493268092,26.48248037893665,30.132194293508537,97.23247797608228,94.60605348024332
42.15533357206367,44.53281168294454,26.047552213769517,28.698270051378547,107.21194051530628,108.65844582814373
34.812603756936774,31.757804803113828,36.54654516524354,33.299404243550235,123.3425593955844,118.86785384223896
38.52134231579428,34.407214618898465,48.325780136976825,41.21548606185289,131.98276559064487,116.39632005002784
36.741478343526936,36.24476537136185,35.58369954090353,36.86342127295247,90.38599145260304,88.30451388812173
46.82754072637112,50.52608196375533,49.47302874746853,44.89617278999962,129.03492311518244,133.18525181038237
32.6193981140507,31.42759687599587,41.71355387026398,40.35797831685689,108.75114651544504,103.87527757765614
35.70574413046487,39.5191182625748,44.87686122449386,37.24670786288042,125.2069968699389,120.70663939263
37.6401094327902,37.58019149866286,27.2183608715619,34.60780754205144,111.82748625314436,137.5393485635119
43.11231731947316,49.19723038888439,51.39725549865819,42.54828016601026,135.37312450880717,130.430928773212
37.49502545774169,39.665404155718576,42.32887998044524,40.3969740692009,117.03319122854325,119.02357612546108
42.137077188666055,43.01333458224688,42.80044940231786,39.94843205589482,117.08464779908188,119.27425422067718
36.111619634557925,40.29160788086342,37.90523318670196,32.97567960818421,123.25266034739886,122.4306414036282
31.275538970402625,29.23011940311871,28.50173098488196,29.604460642361744,103.75219027643158,95.12657269011152
32.04700783779246,32.981495561263515,29.251387813721237,30.764954487011835,111.58860014153016,107.6786479499202
44.95988806783025,47.1242701839371,36.32876786556873,38.86688632246349,104.54879022998674,103.3815472550533
41.47428111259938,40.20831198242804,36.19811240739375,39.95463379528969,121.01935071767306,121.5580151254464
39.55834197282344,45.35616743053996,46.629446061495365,41.85960614169706,124.41098603793496,120.70787567025504
32.409075830062754,33.265487468408544,29.76109273949533,33.498406395208455,105.90640424335452,116.91655086862156
31.68696296350312,33.99751136289852,39.94233737451776,37.39365425460479,100.6547964205687,102.96390831877127
39.21977139426456,36.68986947861842,36.112051248091625,40.94158596780789,108.71329547596198,111.2364878951319
38.48003781994096,36.53715012263549,42.32333252862384,39.587232363880354,127.2882019335003,126.72142016476344
30.10574373471109,29.073357393263755,34.61238583254527,34.17865511001951,94.45216333699454,99.85641581454357
37.33532274300209,38.77316475997935,38.8960721280618,34.8570996538751,137.18049698434908,124.35344882814404
34.35726750158916,34.51748894286897,46.10745373102315,35.15362068043675,103.22249779311008,88.06700280881395
35.93901565615882,33.817863609319275,43.25705453475136,39.09979695037991,117.57903331319416,118.92384676411832
44.878903412607706,43.73680068767729,35.38883000400022,44.49405699017764,122.97746302148047,121.85694571946482
38.92886133800919,39.95119830999621,42.68619655481671,39.82219821570431,97.29686886497166,94.28490842423348
38.878152690998206,35.150216909806666,32.955515056158525,39.17810228881821,142.1582932737435,156.59358802568514
37.2958232116261,36.31635024606181,39.42760831091339,40.17912635546369,108.68523565039916,115.0919377264798
38.09564165470576,37.96289031439306,36.610033454456975,41.16865057022974,106.80953380767512,112.02856783646004
51.635225884546415,48.36916922384217,37.41361500118778,45.27997971230918,114.64664730638046,118.43551141696894
30.86812748609696,31.50501193973795,31.548053467840163,36.05652433414225,106.92897823208668,108.92631745888964
28.16274829176132,32.447909436730725,37.62081580824291,37.84421809957418,126.00736567073176,121.74952361981074
32.628249346466,35.54067819856946,39.760389925900114,41.06500649959891,102.3232606314837,100.85344049187334
39.15935629837673,38.71179799132409,40.04838914390273,39.2893593330061,121.75008417552831,121.8685664633501
38.35217395690535,31.272175138400108,34.878104932408505,31.856137138195493,95.57763565164964,87.88495442515658
39.42785261798088,39.58434407127372,38.26881825823627,38.31460023250032,115.8865433712555,118.64311651517968
35.930936897128774,37.03114979868093,34.00914958540114,34.65374772928351,113.55502906235628,120.79581414635189
32.757780950315095,32.999158960912105,33.97381432304438,37.89546385509487,103.4223088376102,99.1050109186116
29.65900278805563,29.35663992949753,32.93671139021565,34.94538943740821,102.56941028951437,99.2165117263794
38.32443843244599,37.2312460960615,38.24943891789376,35.17218623565383,107.42856464278226,102.07490223483492
35.47726624763876,36.668905578368495,37.7135801910744,39.27543545074952,113.32169085475915,112.05011778124714
37.03929785175899,36.610251161915336,41.49419012546245,41.03007455686792,116.50204429980332,112.32964453426897
33.76243146255594,33.309224518859374,29.63764191241338,33.33040596416668,121.0359769786488,115.72165906465462
31.499389824230715,34.392137542141775,32.81373541914806,35.78001553226139,124.65249859908424,126.43022633802128
33.649427323055846,33.215695943738766,39.11965838064948,42.83160502627259,96.21751403610804,97.02013548861817
30.95631315178361,31.73258430497595,33.69310735327218,31.19767837372931,110.00318859228447,100.51747757224568
47.30421098075935,44.498175897563314,53.597289127024695,50.65779651118826,126.99746472009068,124.56115347843044
31.67310705786073,30.19806218846137,36.54062168396448,35.63583518815948,136.8410233970414,136.46752132682226
33.0902531770405,33.47286446125672,31.149635346283358,36.64976653373056,101.44449829534354,100.15853968488696
51.09569273337109,44.81791292695052,33.58147805521304,40.23264528763741,130.01142396374456,123.39460856800754
32.064550214835826,33.969950478742184,32.70609785808273,35.1080625267158,113.96509017268173,120.56283844971492
31.24330039331133,31.124736361928463,27.279500293675007,28.724291302514164,104.0870156090306,106.11941243074378
34.41827045883097,35.28333132785189,38.78826022920547,36.44865672771348,106.9772771090397,101.08121879902292
36.89098148864996,38.73651398088964,32.67891798818053,33.49086042664731,122.12561313561648,111.41224647159932
38.49712774609567,37.5632803661661,46.40732293991587,43.00915110581719,105.1064362819857,105.89418394070282
37.156028213432215,34.86610383043283,35.668374441938106,41.0834780984056,112.59750219479636,112.07043098409568
44.25187644003694,47.699350478534576,38.40921552373769,47.480196722205314,107.48565157746091,116.63624016243104
42.26556068049668,42.08633218166514,31.20470997689216,36.63320140497917,111.67323183416444,118.49104099842096
31.778640581431496,32.8226241395198,29.895580631510416,30.767962252805585,101.80186671926016,106.63768134179054
44.69872517820594,42.91926854556101,44.26921647222164,38.91420969553752,125.4975904593473,123.06044306963146
39.720812441505046,40.21408460583295,32.005777550263566,33.896007346213565,138.18839942705452,131.13140957706435
38.39795304394576,36.719755913665495,41.62792263611684,48.912085451712976,124.1787057932874,117.64735189521114
35.77719332908434,33.80181295939297,34.69980517842024,31.74640146811277,112.80587046747124,109.40538725925524
37.32535988265245,40.56670126871912,33.45185483436062,34.41265091709187,111.24858362758448,112.12400194384016
29.282566524306308,29.788131631456764,34.70453827083944,33.41420761655857,94.06132749006252,94.60851680787748
34.401883652699084,37.1097646791267,37.90394499639361,40.22688987900761,128.20317271866242,132.6853719409544
33.92850371553453,35.15001369059844,40.54513102364839,43.46922021137529,124.5095360525144,121.0545341859258
30.46143550923193,30.44561181803604,30.680591653500933,35.05439596036259,111.80778530105772,113.11007591098844
38.203476618679005,37.84231233787894,39.9059142309615,46.70103086609517,115.70049546049135,100.92959153410006
37.332025745671245,36.85618169212871,34.94013089300937,43.07597523581442,107.51126164038062,108.26249121898516
43.28571944952711,36.46899884571607,41.03317165503053,41.964785084690746,134.07692222907897,127.16309202273276
37.74337450815307,39.005606134456535,36.11806475638717,38.97579412272858,125.81299999361872,122.42346888917513
33.05611482314564,30.26409419933568,30.11414284264291,31.78707241752936,102.40805863900763,106.55229133101636
41.47720949171513,42.742772355673694,41.45272783859879,39.76245767128917,154.58620386852903,161.3908629313246
40.5361157833801,44.65868765897728,40.32456934963675,40.82357998881941,118.36715150274996,124.3659218231573
32.62714457606073,37.71409013842826,38.23699998680605,43.1350904578396,120.126093251198,122.8889645899231
36.57772191460038,35.93485998823243,40.930060233236645,44.50364927273584,138.33245884050484,132.574591544945
49.16289750387581,47.92467733785432,42.72935477444424,49.15258958181825,114.40561999426949,123.42042475986229
35.717813760213446,36.37334611557918,34.07128970159701,37.92573895460243,126.72359202734717,126.51300759444064
47.683646794557205,43.31738288572141,43.68350141433649,45.14865982960504,108.04901410365292,106.33619308106007
37.03288214239415,40.1717805505909,38.9509216215633,43.924178900111336,122.31366475634825,128.713684309929
36.96887918902896,34.01735737729808,49.38711317345495,40.5495358186309,113.30822173933494,105.1077387491862
35.27626822235305,36.9018405771283,39.38044310312372,35.327694706174135,114.6697675054906,111.61698362103176
51.25242834581388,47.127686819356114,38.90384741470817,38.899862255211794,115.95127169551743,110.69379040729412
38.42912934533076,37.79302666391056,33.51395792121156,33.46996740951662,112.6063757252607,118.24240884615509
34.43500313146426,34.710501518143474,28.894874018216694,31.3429432323134,106.77200266940535,110.80102345075552
48.62968812692274,53.167110442373655,38.76070958754352,39.21196336277538,157.28038756947657,161.02351407437993
45.98476111868546,42.75522100671986,36.43785930551672,42.21679336376538,121.74633188571336,115.93290068159874
37.26899706625096,40.37264305060685,43.46520430617646,37.00593436385428,121.27796190984972,117.67081770658328
40.82741617741496,40.07618946272124,30.48357421395469,37.61181790301854,123.45351505528542,125.65838345770612
30.54950899452768,32.71217329108656,30.8587539004023,29.754927202060927,99.87442863963474,102.59118911503676
43.931883792945314,41.08731468071675,37.33176328770943,37.89954142837563,101.50501780749455,98.69627486107332
37.19548298314395,42.840119729529874,40.08507008110669,42.67774949866888,93.87110529060038,96.5141509787356
40.7135449301508,43.83023204629216,41.89698045302686,40.03818029250777,113.78362053982194,116.90342570002416
36.25244737951258,37.85858432124826,32.2913702146352,32.81286038417291,124.76303056269674,118.95100734680588
33.13756260023526,35.52099718917051,28.879885899763263,34.55316973115443,110.52515679133526,109.7287691046016
33.05129053792672,33.13239223933571,36.64658228862433,39.5792996845704,94.759543706043,93.64864951112494
49.621054852990206,47.33072092710448,46.074812757511054,50.50296755058207,119.37836126382852,117.02006216979
39.05902342466464,38.78449580022309,41.095276248609046,49.470551861157205,110.15935772078484,110.3844909204528
26.488110821112446,25.92832999596666,30.997790684164165,38.55636217042913,100.79658610846408,101.73748346123814
39.53396341476637,39.05446821873983,44.08537905206603,41.50914089433648,103.79035627979876,105.45281184718324
28.74130055479063,34.720675356387105,42.5836156225237,37.01675811856121,100.19946931531352,104.78412811802136
36.21910420966075,38.10375991206379,38.871860265974256,39.43451140848248,100.77290239606252,102.8233835173557
36.314995133479535,38.92598686077811,35.591043243225684,38.18524372111549,108.8474254048292,113.52991691110287
34.67191547001715,36.83714086553423,37.34522616242855,38.35057841783953,109.6649907298221,109.13225917165258
38.80257484927875,38.548340419234215,38.64133007988796,36.22245905624615,108.55163331429708,104.71290799008602
28.251194772730543,32.44863981301972,32.8102705705387,35.4648164883055,101.3562431612838,108.28628949329511
33.67543191674749,29.313276413341352,27.0481356641121,32.94955761616682,105.91056458731148,106.39174866720565
35.39246942470182,34.50676976471966,45.75941762330491,34.31478206185875,131.0803246110209,138.90981578534235
34.02738416277037,34.287997644409224,37.34344127366897,33.93470961168639,111.12232146416574,108.17737729581047
32.958999713727444,33.6947375525195,34.15073195294431,40.24237969691785,102.65024581748504,101.97523111791656
36.377684386633646,37.77734410962095,41.23662059150706,34.90730854507127,100.32360479573796,104.38613114694448
29.723721617053076,30.05766456780539,31.92761612454441,28.8910137891268,110.00814504385843,110.0301149470794
32.87465408638428,33.87187129735547,37.60993317801341,34.9077695132518,92.1792212563592,90.95452853399796
41.76612407428131,39.676052049706456,36.97606994174821,38.03505566453687,126.39570560109928,125.5830469128218
36.16202731571166,31.353111150201435,30.59039325530737,43.813234145077125,104.23905013443589,104.96357548414468
33.64524575849249,34.87530570559937,29.47883411354331,30.82491375878674,105.6627460097032,105.77233096391728
44.96545209708279,39.29647931017657,32.58323889257722,43.2427975994188,114.37957698595513,111.18943576543414
31.87126361381987,33.95386915219823,35.468018258385825,34.23004220485295,92.23401610735874,97.57148242627042
30.518896517059613,32.468889961907145,36.82572191813019,37.27908584537064,129.99712328446847,126.9603718266678
34.841118526954354,32.844968640596335,33.59103556334348,34.37163199143071,124.7299312075185,120.49747029229712
35.576362011846264,37.85778347946837,38.44730347888126,40.15708483279955,121.15215402254496,117.18892233805968
38.86689557106623,39.48150538546303,35.146757370008224,46.37466930416327,106.17298471514248,107.70052319264624
27.941718997474705,28.933486881389378,35.99597061407857,29.60493834628125,85.47488839246424,89.3495684638726
30.40103339479721,30.1351892615307,39.16364739789857,38.97310724520358,108.7901751345832,100.1056781100387
42.72671721761557,35.216137019406865,26.895665277359225,33.49657612306522,113.1243876001828,121.57065581385493
33.767183714113166,33.0439112107749,31.901839570635914,31.26087633840598,112.66037495091835,118.15791276415511
35.77909824354895,36.03779602056606,33.93249083926354,34.40434586159472,118.93065234170666,121.93856481454164
29.109862029323978,31.49779730006948,29.63184229412405,31.6133664584202,89.08066304105945,88.10168844569463
25.554680752435548,29.643164959393346,32.87987961559965,31.81309868296788,91.48497360575244,104.63176768778628
36.67997912981339,34.1460754469002,35.194913713106146,36.866425576558925,154.78514779260917,152.26022205625262
30.102147179554784,32.653136509601204,32.085923022140854,33.60640276961524,88.97915834844329,90.70259883785285
32.017316901376105,29.848670855820043,32.63884193746574,30.30166615210062,94.22450879480655,96.18634288672244
39.2790496200834,36.54390510325256,36.11823324247457,37.17033171862983,132.3361687133381,126.64926948924798
36.27564318163088,30.42089557937739,31.653097153722356,33.580303713907895,104.01949508644245,104.90604953376614
32.44232081613202,26.910298384843266,24.502575854891905,31.08262566801195,113.42338809009524,106.55110591012505
33.56491331523897,37.35559808136016,37.31233105066941,39.19933258267246,121.5302936597389,124.5969170174878
41.64164573404207,41.240916272767954,42.93539298873701,46.041511404203966,101.43699682766211,100.12483912682204
29.04806283874593,26.361080899372173,24.592269872397956,29.81690664168852,77.5514506026462,79.2164134484417
