Thalamus,Caudate,Putamen,Pallidum,Hippocampus,Amygdala,Accumbens
0.004061967206397633,0.00224109311971071,0.002573381555923072,0.0020053829457803273,0.0012560950506799943,0.0005216060253607091,0.00048612942668363007
0.0036716481622494175,0.004411099907789891,-0.0018399688728709855,0.00043805171353200113,-0.0007391555313895034,-0.00011968263136917252,0.000339959994056141
0.006031723320572066,0.003036191057282366,0.004548273338042385,0.001004701098874377,0.004820573100699231,0.0009388202139485418,0.00021473189772772304
0.004030212087229288,0.001209173161715826,0.0005151881450207059,0.0019413402859277794,0.002895693199353966,0.0015240214955836314,0.00045216552682400925
-0.02404776992106456,0.01019918714969531,-0.020651931619749233,-0.0012919690182703618,-0.020057091314684528,-0.008305371015718255,-0.002514928078813031
0.0031553216740695255,0.005683551147707229,0.0066462096445553485,0.0014088795816500695,0.0031717262543513166,0.0014657854462885454,0.0010429660673118
-0.015253235653885337,0.0071922278115452674,-0.06833242216606797,-0.009861848642969347,-0.0014988806090044575,-0.002917445918994131,-0.000964944755210485
0.00658545225697531,0.0040603612753379445,0.002969310377831248,0.0015102291075591815,0.0041447756482928455,0.0011596211948577846,0.0011475608210108424
0.0023287928834765962,0.002140929816812331,0.0013886136767453361,0.0004328339745929093,-0.0009723738278742777,0.0007284868403327005,0.00031989619023346436
0.004497859131580633,0.004775704924499833,0.005373453506524633,0.0012907955345298158,-0.000509861546524283,-0.00014134997443116375,0.001061474195059927
0.0031299606154454145,-0.002054535126492105,0.00020485631058821,-0.0005131960990289592,0.003608356520925137,0.0017777251195781616,0.0006265023208397244
-0.002634435827054108,-0.005060014308246364,-0.0036037388256859974,-0.00044947405463572227,0.0024379857212614986,-0.00019431122151046532,-0.0005614371353598697
-0.002232659914225299,0.0016544946011867344,0.00031664522995607095,-0.0016818881473278642,0.0073734224458543544,0.002170403398375531,0.00025960537813238244
0.005190775091101279,0.00320129560327292,0.0021613942559689844,0.0015053396802844176,0.0009825539649604312,0.0008533805874460789,-0.00013579668670187758
0.001091633964308387,-0.0013766487869977617,-0.00451930277926118,-0.002334302384193642,0.0012968796260737863,-0.002821668143873187,-0.0007183256519014245
-0.020119705176320283,4.276341944619137e-05,0.004587885466597242,-0.001631572578475412,-0.006228982695190359,-0.002890657436001189,-0.000981902986821557
0.0018664871654631423,-0.00033407623347016333,0.0029277336430177997,0.00015195693871946858,0.0026318114967786243,0.0004956567568409571,0.0003608996142955768
0.0025319433343166707,0.0008808213992027934,0.0007800635239738779,0.00013592705235823292,0.0023523361259090757,0.0007890364656767323,-0.0001403680007606739
0.007475269139133508,0.003988551302432794,0.0018478848123625999,0.0007604790825545995,0.006734655605900329,0.002725871801970685,-4.152398578194263e-05
-0.021338424298675922,-0.017603442813891118,-0.017325822975215354,-0.00823175994694424,-0.010800715688677312,-0.00564624717104671,-0.002148735952273687
-0.001093609081138144,0.001200483905965865,0.00393717801639123,-0.00010340719440770029,0.0007727778260869823,7.653578421002535e-05,0.0008344990815845501
-0.002070058007381519,-0.0007840859910655142,0.0023727451051452266,-0.0003949299681884524,0.006924180372726333,-0.00013596873959046492,0.0012873969134285974
-0.006061966847031641,0.04386126342431053,0.02575543927877686,0.020959812934055758,-0.01159891091771165,0.011485545853868212,0.003422457831446731
-0.0005727809557348834,-0.00025916801042658315,0.006876592583020766,-0.00027980912610129824,-0.0023796190549016053,-0.0002512644696656093,4.734044601044622e-05
0.15364090216041748,0.07775456018083142,-0.15570262104822635,-0.04467032282289768,0.03954960140005333,-0.048917218763529335,-0.02120380787492744
-0.05863280503951898,0.008247732910368961,0.0822851777973527,0.024072960272923577,-0.037293378964127724,-0.0035004770199136915,0.02512512908687525
0.03324633974327039,-0.03800444937743569,-0.03063547191832236,0.0012064219161499893,-0.013097757761723424,0.0025359309310262913,-0.004020036532686301
0.0050650146769485,-0.002012382117551373,0.008971457109824006,0.003267001015135303,-0.008594255938754375,-0.0028655754308116975,-0.0005433828470930734
