f_myelin_r_Pu_mean,f_myelin_l_Pu_mean,f_myelin_r_Cd_mean,f_myelin_l_Cd_mean,f_myelin_r_GP_mean,f_myelin_l_GP_mean
0.2748234024213791,0.2980771183176784,0.15194211288816484,0.214944286826356,0.04509139659760648,0.03400742210624262
0.27007436571699905,0.32011370821894003,0.18887583215670165,0.20599053686574276,0.06472575960877304,0.13458814547783862
0.2773786282377709,0.2945296479297864,0.3060860238566324,0.21484135684835728,0.02547068709858772,0.03503737615172939
0.2777392523122578,0.28015300721646946,0.18149547687752332,0.11804140252482756,0.110697866591772,0.09661449576801152
0.296243740734298,0.3227060227239793,0.2775433845837122,0.2708116186133274,0.13714889967866198,0.10527720372555148
0.2577759531233858,0.2728054696707952,0.16241210454938054,0.14252816627571613,-0.07595481982815962,-0.04276823846402113
0.2858831979509569,0.2846043262746747,0.1550792115702251,0.15052343219180303,0.018830249460857654,0.05872716525264012
0.2691408250006164,0.32503410218780715,0.27248983654816866,0.20787487071479663,0.04743737183704028,-0.013551423289150278
0.30681653017958005,0.30686905841542705,0.21680947113068788,0.2607393016707051,0.06709448388918278,0.09635770914670087
0.22753310181601272,0.2594917536913247,0.2342827410243819,0.14649279315054886,-0.048528486892403126,-0.15848919479297002
0.26128895437698385,0.2790142371622764,0.18392537622089336,0.18390279449697508,0.07962766825199719,-0.012950289503259308
0.20849536352613693,0.23036223932405123,0.06759645030246329,0.10780553606538217,-0.07608460173836623,-0.024696534493063936
0.31755365685111325,0.2876940936773994,0.27697591988481995,0.2675352136603616,0.11467747727075014,0.05972139697860347
0.30356628107395267,0.27943225835444857,0.2049424199526152,0.2069532622968234,0.022010497201480083,0.0387561002783007
0.2889709175921936,0.29609012207827645,0.17113113543967498,0.17412618488158765,0.09251658522129304,0.13883514012393827
0.262493811187072,0.26181362368563194,0.27488701267098353,0.27056226964390057,-0.017606842649565375,-0.01060754756934495
0.2878373865552697,0.285594769191246,0.24883834883674108,0.16494387239364625,-0.028654041944938646,0.015554518115881207
0.29346286966498975,0.37445220762637504,0.20668078575367424,0.23013772879015845,0.08763171675793331,0.04503171955423697
0.3242286256003292,0.2400383191071561,0.1652584091746364,0.2555222750743939,0.14297390822052786,0.029058195054223697
0.2547703688284217,0.25692730419724885,0.1616762700071178,0.1428571538746916,-0.02639747528295008,-0.05629770290347225
0.310368265995474,0.22057367443453316,0.1875216162670945,0.26352085606902814,-0.006970250346839817,-0.10254913892498368
0.28439491031107006,0.2983934025054994,0.22874494067766388,0.19724569404844625,-0.01653857524238471,0.03781814553867953
0.270164376765728,0.2810299450871699,0.1476187516284041,0.16063813871218435,0.058222693406892,0.06785578199859249
0.27952788879751067,0.2842687497104835,0.17680580771500357,0.13539236899726748,0.0227118323963554,0.017500287354762438
0.2891748505685196,0.2704528011928415,0.2573256000036221,0.32354016588568174,0.06634893802306358,0.009700734669465312
0.2451975836788116,0.2687608729691248,0.181174970129463,0.21419955890930423,-0.012678781156301371,0.025834655815894496
0.3051673615056497,0.3619439289166346,0.23300197413637344,0.2798185692315011,0.07468800422746627,0.07049742523449694
0.21537446671023888,0.2861724898293552,0.15561268740550657,0.20438294436820795,-0.08802978584986244,-0.10942289919203664
0.27402981627262496,0.2521888756383073,0.11817797267651356,0.14516953230118898,-0.09109969082523962,-0.09712247584503512
0.3745700548336388,0.4163412856631361,0.3429463240077301,0.0869578771848871,0.06479040889960906,0.1643892581454859
0.31350072850993754,0.33167256172049475,0.22657062565473723,0.20033666677077583,0.16142240616099052,0.08078996339747488
0.21229904867873844,0.307243472006452,0.24213232892996817,0.2245221593731229,0.01685332685814694,0.05949634952569421
0.2792478314401185,0.2968101312491136,0.1785538495515253,0.1836297551918515,0.11821150983039191,0.06239463777505799
0.2781544377032712,0.3260266484442739,0.2581959235628457,0.2786864990136197,0.0987158489967278,0.06725457133910986
0.2919482373905485,0.2662190802007609,0.2145449219597077,0.2509768840308939,0.0073939144328761,-0.03524569645034335
0.2709615162628144,0.25701419867183783,0.19748550965354436,0.25645990790171147,0.04026051723731297,0.07490379880399158
0.3054684142865078,0.318457915212862,0.15736406023808866,0.227410292079168,0.15017958825180866,0.10960176457207518
0.3934607065825524,0.3449640084140057,0.32399830811171804,0.3025778272529535,0.13287899186575047,0.04955812773898414
0.2877095673647345,0.2724637484119623,0.2222772775396916,0.1680491265408664,0.06096225079772036,0.07762208416154855
0.26808196190025474,0.28150159154488835,0.16262916930670454,0.22045860082502236,0.12192456476656696,0.1396694841837595
0.2765482637493457,0.30525463815004045,0.12872032199974912,0.13922981194128684,0.04452683891568635,0.05830393654905616
0.3130184501451885,0.2926686129548879,0.2484220216203692,0.19538102051449044,0.01315018853011266,-0.06111129844792956
0.42716609851524445,0.23022648716282168,0.3773407049652332,0.04636749494085128,0.24682259301870427,-0.009467805369318393
0.3339368570296436,0.2870694502632246,0.2428702738141884,0.26539132229194035,0.08183764152668,0.06048678121372317
0.26409168592860327,0.3114783164053126,0.234649026422078,0.1875788789055727,-0.06229021333053492,-0.05028771991446802
0.23399272616813832,0.2058276515354527,0.12100554594838812,0.206138875296022,-0.04342772373445028,-0.0739800418882382
0.2664174108399668,0.2962782041248697,0.3188647717569764,0.19685202133056276,0.04042423278039488,0.05682305902283352
0.2859450944328576,0.2864144129905371,0.15277988333327275,0.2127051338552254,0.08130293992508733,0.08981772711604671
0.3563341491514488,0.26945462914015506,0.23374702578631876,0.2950648719670842,0.02873130416204704,0.08375476993631985
0.2883603580153424,0.2952980963719849,0.21404907504576212,0.24914703168559657,0.12761090297098412,0.1589664292582331
0.24544167313922985,0.29517845471929394,0.13439013884094975,0.2576282880643789,-0.01854047666538309,0.06068940695782039
0.3936269130738913,0.3890410372075659,0.1427729232310986,0.2613840482424752,0.04203960647697158,0.2561677164507542
0.3071218505068362,0.27275153009016007,0.33454108656493015,0.24692392822932427,0.040125165847090825,-0.04498900528058733
0.2914638939767044,0.265425990877004,0.1607553453213932,0.2756006765776079,0.0701546899102706,0.01969986610642557
0.2325610520926733,0.23833850476834675,0.16900619126113137,0.17778271971284762,-0.06587748372508481,-0.018306028584870557
0.29111181232908834,0.2401110286834721,0.16418941598769132,0.19143676138900545,-0.003298736939082537,-0.026818803734716404
0.2465506366455469,0.29975926173681067,0.20394852888580628,0.2440782919514724,-0.08765942891036962,-0.05890922573460325
0.260052305042416,0.26878297492114467,0.11000594847550112,0.1807039490524976,-0.06620009614036015,0.0018136607915965495
0.3476856340737116,0.31818184330241545,0.23206892425076997,0.16898718459936654,0.10755285574343652,0.0864696111376475
0.2768678678232327,0.3010129404114818,0.22300670325385,0.19493914046138644,0.047473122437337055,0.05759227270718421
0.3048959566146901,0.2960430755087025,0.1410447483459625,0.15309312086962515,-0.03844778494307508,0.03652719075099469
0.2195484647324651,0.27710021327966605,0.16887316069498864,0.15029065316310822,-0.03447194068984351,-0.03127350938644628
0.3256675825578223,0.2699299863935604,0.10836104607666566,0.14867682124005183,-0.11507909783213488,0.04939360578390352
0.29250534681173107,0.267170889202804,0.15365093975331337,0.10640275166867497,0.09606506408843646,0.09042641115649848
0.2963201847223942,0.24406759055466715,0.18483165701329404,0.1967916605811888,-0.05946545562192757,-0.013056310632267693
0.26127201965553504,0.2641555643877943,0.18914228602361205,0.11087162955636184,-0.07597847327799237,-0.07839466383296764
0.2509185152579265,0.2929560105589402,0.17682286158592314,0.1499943448628024,-0.01433013909029615,0.034503474776975095
0.311150946555588,0.23611607058667664,0.18541112603034912,0.19450175499040423,0.0339713764809693,0.021982191558529814
0.28717001214942167,0.3017439148859458,0.21281821270893247,0.2269800367359328,-0.07873228261152175,-0.05345188888803188
0.2745872653515542,0.2850398902808777,0.2085781946778678,0.1719443439968568,-0.05259857711294088,0.03075384707070912
0.316286660512078,0.32128944325198866,0.14894716474367617,0.12771432960723836,0.12380821356807592,0.12525354272537478
0.3051773182355767,0.30762556800495866,0.245811774614126,0.2963246195122592,-0.13390166782005972,-0.1277612302127547
0.2628094275078355,0.24387585891455937,0.22901626504007996,0.1595436321478853,-0.03741711838517091,0.024644537077313084
0.25872808372118883,0.278325553486039,0.2418307248509368,0.17568033849719605,-0.06370279655915392,-0.051234636211348286
0.2841492195685672,0.3146832053140054,0.2221961685264699,0.22303536938933516,0.041984173325753216,0.11717801323678828
0.2340701157000076,0.265925938834549,0.1831703018282881,0.1842304991085636,-0.03248075977766526,-0.019831776526540754
0.2558425766747269,0.2391975458650395,0.13962021827543009,0.1828254948658285,0.019684351891034017,0.054262517623540577
0.230502162929215,0.2224949138903472,0.13184185196545564,0.11154175447223952,-0.09709880355869988,-0.13087510613170347
0.30717368316434124,0.28229506652740394,0.2694706397988165,0.2616177847981825,-0.033226496699194814,-0.004510575159249049
0.3403970605157333,0.3025260207672971,0.27262215467665685,0.21418862432120872,0.13442896756769912,0.077482177304694
0.2475785328442927,0.24629826477214747,0.22155022333678376,0.212327593763405,-0.01064036633742417,-0.03793584974676616
0.2897778611818347,0.31718901589483567,0.21187967789252016,0.20561639156745465,0.0351109070588378,0.024619561118836123
0.30450304707485354,0.35478156986078,0.1579007852305009,0.1222532145775536,0.0016990271764425018,0.0381561602260794
0.3428987432372689,0.2914998462023545,0.2134361329703809,0.1539441981080863,0.10198679210740748,0.033238133660653583
0.3146593774044702,0.2980168698916172,0.2664834065279217,0.2431945311168824,0.08133518167979824,0.059458937104852935
0.27066426702919816,0.25444926752582253,0.2069841935905928,0.23830265425042277,0.0302657085098936,0.03183293032161355
0.29027920968760007,0.2865997682463152,0.21909486896188088,0.15805782651582448,-0.07962108934929862,0.010365526226594191
0.31407604506885417,0.25198987763529324,0.234231647436284,0.155855806463645,0.012543596463286014,-0.06438944603283386
0.23884126346386728,0.2588108258269821,0.21652355837006665,0.08187682368858643,0.04927503620214026,0.004022556642116524
0.281003847184001,0.26672553001672494,0.277839456411708,0.1659811011641976,0.08725965764246735,-0.06758784165764438
0.29126873171402,0.2858192670907897,0.19885817937243347,0.17101772977046908,0.10123823850565884,0.04875745391530027
0.2962434812825948,0.2574830414997746,0.2128907729073685,0.2135798508070176,0.0015428600617794991,0.02812879907607555
0.26565395479094617,0.28315057640216024,0.12818649292271714,0.13691857569491855,0.021821801469816167,0.11384829201707772
0.2212288111312136,0.31297181439761057,0.14277853898879994,0.11870927407705348,0.0711198780063776,0.0694237779420971
0.24130830864720543,0.2321794019031219,0.12482371664758596,0.11191938550369408,-0.0856929240152214,-0.0778140343009195
0.27381933109124657,0.2699496924569499,0.1748336879078314,0.1773765088165243,0.02783416948534397,0.02961853883790347
0.2539927801970617,0.2367826581229244,0.19146939539057295,0.2059099595826854,-0.006409948010014332,-0.021817459419538224
0.2583057054200489,0.286772480195747,0.2321494565004476,0.17469336857573484,-0.024720826766110333,-0.00475268353668539
0.28061703131083343,0.2998005943029004,0.193620283473136,0.1472235836412016,0.08175749739424681,0.062180931872309074
0.2969047904391974,0.2826303139056354,0.19641520345913385,0.23786437881992295,-0.003773736845825328,0.06311932936003585
0.2533100800549426,0.2386826594570647,0.1913539194989444,0.08114430674208126,-0.15030154148518168,-0.1447505692779286
0.28824548206346867,0.21342910901072004,0.06421293963647287,0.2917412250457749,0.04147506324918506,-0.023020175337288503
0.268331997903008,0.25449180429561474,0.13228169629188016,0.16501268288837245,0.02037686961442749,0.01829991176623001
0.2928620120562952,0.2696981351971973,0.1826879522478673,0.19858438851495017,-0.0354016540341821,-0.023622390899546836
0.2580674698969194,0.2782726785856582,0.12300790112114209,0.1493596406164177,0.0437963780950303,0.09720467919836252
0.2643680036438724,0.2926821118315901,0.1928428074983604,0.1828459472481368,0.03838046230451864,0.0003033114552821156
0.2618658067836061,0.31780739417982573,0.2835923919274838,0.1089032143358662,0.0542064023901768,0.02263784273208065
0.3185939593771289,0.28344175671191624,0.22471461482258,0.202566290767877,-0.0012173323802750658,0.0301877391559428
0.13864655114772864,0.3583088253275799,0.3106893413904832,0.2852807668010296,-0.05823389782077868,-0.12500932791663427
0.23723221412579756,0.2239686656454768,0.20736881045109812,0.18196474149185288,-0.032397771697052546,-0.02299500691474604
0.3460564882938688,0.2953961228925271,0.1877381168871908,0.2297431078956811,-0.05754222617444092,-0.016222043735260105
0.28055342972270925,0.2785478657703131,0.227548015038271,0.21326403173887068,-0.026243780786437517,-0.04523064325055491
0.3415021852687859,0.320737623441532,0.2559781145013134,0.29600128081906724,0.08369716784104929,0.09917857452308584
0.2614166508398197,0.2811422467076276,0.21522336398896685,0.1855720728459981,0.01211581341620322,-0.05965969159110641
0.2520757256865498,0.25506236404567423,0.1995822966642218,0.140894325403172,0.002036301785244198,-0.09031367385652024
0.28543738617580705,0.23141042969452347,0.13374635109145577,0.17360962610721453,-0.07716713874274721,-0.05012363143039273
0.20035642277626656,0.3306524539306133,0.22772090068042591,0.1493069141106728,0.08034076574288218,0.14177674916577812
