QSM_l_Pu_mean_residual,QSM_r_Pu_mean_residual,QSM_l_Cd_mean_residual,QSM_r_Cd_mean_residual,QSM_l_GP_mean_residual,QSM_r_GP_mean_residual
-3.2500354549818447,-5.793391330920947,0.10736335030521715,4.65533961325913,-7.389135653839716,-14.54306175760405
2.7628295780246113,3.2061959501430657,5.503289067263573,10.82529078795885,3.2539532615707856,8.52676609399606
2.0683294546749877,1.4502370027235347,1.7573069259585345,-3.362534042970072,-24.261121014905314,-24.57744911195023
4.19376965019854,4.2380180216404355,-2.680196952766991,2.7810685907378563,24.355395247274743,22.384030340877672
-4.61554196691479,2.0795484669906017,-1.8946312597309785,-4.437074222678067,22.668137925687006,27.14984448636183
0.977012698581408,-2.9164374290092123,-5.830524984847283,1.7608651188348823,-0.10522767202209593,-1.6359332561609676
-1.7736480842225255,-0.9590429964704192,-2.04402748497019,-4.244880226050579,29.462381848505913,22.737374561154724
-2.2944691307099347,3.1359072524091403,-4.767748745955707,-1.6522670182553938,4.4608482791201425,6.822059027805508
2.2428501568154644,0.5869654804872653,0.18382250862115157,-0.4240839426780205,1.0681800704281983,10.648848910650571
-2.089194266441776,2.8502821019756013,10.366198274141379,4.788921117105637,10.909836840703363,18.081974881145513
-10.524799847069264,-9.935739373265053,-4.74087858132134,1.7301762877716094,1.9322328716343833,10.876902449148346
-2.12034258718327,1.0291889244613515,2.892854604304379,-0.47781320569538366,-5.284359147555193,-2.3506428094644036
-7.5965567666903855,-10.871691150185542,-4.529993442052547,-5.8750863745588084,9.06983298775782,6.997051649453169
-2.235048143966747,-0.7409369270068815,-3.9130605063219406,-5.936479924646591,0.999619787141313,0.5969008638992932
8.671769549416354,11.040659922545192,-2.619410745265604,-1.3207948169184078,-14.617105774118684,-13.421825924423729
2.642259340069206,-2.0650789633042237,-0.2190567649195252,2.9853974227938913,-7.701738201448947,-3.557478471195381
0.14568969433712198,-1.4365146969056362,3.7424236802446593,1.8473681169870773,16.23055936284598,13.370483317932866
-1.1643773449699317,-3.5250280164650984,3.9796947032049026,1.2404475400484039,-8.979284975646905,-1.9487497784250394
-0.32133741858337217,-1.043366927463282,5.63600158293011,5.36384557847429,-17.125012011449442,-27.215510569470425
2.271575066532442,0.04964075903849263,12.500449818445333,8.70633111846314,10.161443941085636,12.3599248899299
8.684240577056368,7.800345437327536,-0.5196466740031802,6.391853280974594,4.366958340964018,2.93518920733149
5.37224641895806,7.295544996395794,8.963514268850965,7.819096429129075,-13.613616430210243,-17.072631853055555
-4.234552770649824,-6.252817757643168,-0.02414775943299219,-2.481488410445415,-14.567653002261864,-6.498326001527829
-3.3236095060486726,-6.5798321784583,-5.1354702280145474,5.146769998700535,-19.609562055486307,-15.54552107395223
8.564863334383855,12.576630134969587,-0.8812182117828051,5.188137239948869,-7.837815803152836,-3.7267898338410816
-0.43569884019236227,0.6995708619714698,2.319763949013822,-1.1664624838954687,2.4753831130619375,6.426585061025904
1.6217305752676303,-2.124389070357953,3.055788932081679,-0.2565927276028468,-15.36363054243202,-17.40844730686257
-0.8260306648431666,-2.8694687453255305,-2.348226455031522,-4.057513313492418,-16.39145764243935,-19.62321238423563
-0.6728638874141133,-3.4734797448412387,1.3173744961146454,0.7607058482002955,2.425032144015802,-3.4538047519829007
1.9638592820596088,3.7593149406563455,-0.39744272557100757,0.3172939857534445,20.183492663348048,27.92999840676795
0.9848721843328079,0.5358391085645344,0.05247313674365728,5.4866715193302795,-7.17440836529876,-5.048479205322522
11.162925776367654,4.0902660988102575,-3.2462991006430393,-1.554318448252289,5.9196661596865,-2.675714340051215
-9.277433382116785,-9.992767428490057,-8.935321861793671,-10.24569827125714,-1.2000024915504781,3.671614765350938
-2.169742645442554,-0.23618365463152813,2.254312301483342,-0.16938273069639465,-10.112031372201386,-14.567599685972894
9.716314940363272,14.910477649257935,4.351576806509279,5.816739460503392,-5.848926157584103,-4.075953967658208
-0.7327772313008438,4.74233192577481,-3.435731314131651,1.42442638098143,-10.899814634016337,-3.648873813920858
5.625037853106019,1.6003933559102208,8.016589828327838,-3.864926096891363,-1.786451743804463,-6.314404791576564
4.644104773105042,0.24878389878594476,-6.034323985412868,-7.407407724141205,17.220165732447626,10.414553948777524
-2.288608424869203,-0.31841475693611443,-2.3164606215016903,2.3929111118369697,14.494099415932567,18.87416290800799
-4.416381234563266,-2.6308512331071015,7.062985350209562,4.685164595152987,9.820079185008638,14.653958489404687
-4.473909340708884,-4.985709947802036,-3.2440111241078817,-1.9625846190077532,1.9408157404117787,1.5745642728609255
-0.03707699021467903,-0.07746470274403805,-1.5594800038850885,0.5457882155562217,34.81935781891117,43.88727729611634
-1.0172612168359052,2.529796819331583,4.460508458888938,7.840110237604751,10.508858531598946,14.833906691532135
-4.377878743057245,-3.7664181711355837,-3.6544557802634614,-3.7286145416170555,10.72205363690145,10.650505706943406
-3.8833947302555174,2.2251169558408748,-1.0372610638152402,7.564488843465355,5.798140532406805,11.72146341981491
-2.5503991062189293,0.6708734500426417,2.8457311386934414,-1.3956374713238908,6.395713964111565,-0.3299934002283891
-8.943518371095328,-5.299110172803861,-13.052360347139496,-9.579480922959245,-15.296960603836112,-10.097329902426608
-7.118696480816055,-4.210614088472557,0.6149321530897573,-5.651543198205317,-7.438251452719982,-9.482459152528435
2.6695700421651267,1.4722631150315983,-7.061560683085698,-5.394775269229115,-24.06297716687199,-27.60128228672741
-6.668256795191164,-3.7579906706238866,-7.4691905993423475,-6.4615836546290915,-5.423545514884893,0.8227531454732286
7.736326986216351,3.1098064377390813,13.311460898217465,12.806209311525993,-13.347375971478485,-10.144424224591717
-6.205456927389601,0.4427146534106079,7.505881967451252,0.06755910162362255,-14.563536202792008,-6.972052713803407
-9.204121508946145,-2.991650915129348,-4.002070456167623,-2.523799072772821,-9.160826065133591,-2.793940118281043
0.4884195622795424,0.08512198381457736,-0.3299886541393242,9.990110129656447,-2.8734783287983845,-6.1769151506981075
2.768009641801015,1.3269248294493714,2.8865100450301746,0.22667431498905444,-13.506133208865108,-11.236684543505831
-2.8375961150776874,-1.5761816629048653,-2.6693700034824026,-6.944834491474904,-3.8671917737647448,-2.08732848440593
-9.881067281165222,-5.57845149156185,-2.358312608346793,-3.9853763336293575,17.338409288343712,10.747331738530235
3.18275051714917,4.470048819689211,1.4564467505411542,8.81884004228721,-1.7446910699612204,-3.46039581937157
-0.8825675887861184,-2.7938503790679903,4.729747242833707,-2.363495493978256,-15.207113440364964,-11.769635913915224
